m,n,act_pct,sel,thresh,init,alpha,village,pred,end_des
139,249,0.06827309236947791,,0.05,,$\alpha=0.15$,Guayabo,All,
145,249,0.05622489959839357,,0.05,,$\alpha=0.3$,Guayabo,All,
172,249,0.05220883534136546,,0.05,,$\alpha=0.7$,Guayabo,All,
187,249,0.060240963855421686,,0.05,,$\alpha=1$,Guayabo,All,
208,249,0.04819277108433735,,0.05,,$\alpha=2$,Guayabo,All,
214,249,0.04417670682730924,,0.05,,Random,Guayabo,All,
136,249,0.0642570281124498,,0.05,,$\alpha=0$,Guayabo,All,
148,249,0.05220883534136546,,0.05,,$\alpha=0.15$,Guayabo,All,
145,249,0.060240963855421686,,0.05,,$\alpha=0.3$,Guayabo,All,
175,249,0.05622489959839357,,0.05,,$\alpha=0.7$,Guayabo,All,
196,249,0.040160642570281124,,0.05,,$\alpha=1$,Guayabo,All,
205,249,0.06827309236947791,,0.05,,$\alpha=2$,Guayabo,All,
226,249,0.012048192771084338,,0.05,,Random,Guayabo,All,
130,249,0.07228915662650602,,0.05,,$\alpha=0$,Guayabo,All,
136,249,0.06827309236947791,,0.05,,$\alpha=0.15$,Guayabo,All,
148,249,0.060240963855421686,,0.05,,$\alpha=0.3$,Guayabo,All,
181,249,0.03614457831325301,,0.05,,$\alpha=0.7$,Guayabo,All,
196,249,0.028112449799196786,,0.05,,$\alpha=1$,Guayabo,All,
208,249,0.040160642570281124,,0.05,,$\alpha=2$,Guayabo,All,
229,249,0.028112449799196786,,0.05,,Random,Guayabo,All,
130,249,0.07630522088353414,,0.05,,$\alpha=0$,Guayabo,All,
133,249,0.08032128514056225,,0.05,,$\alpha=0.15$,Guayabo,All,
154,249,0.04417670682730924,,0.05,,$\alpha=0.3$,Guayabo,All,
181,249,0.03614457831325301,,0.05,,$\alpha=0.7$,Guayabo,All,
181,249,0.0642570281124498,,0.05,,$\alpha=1$,Guayabo,All,
205,249,0.04417670682730924,,0.05,,$\alpha=2$,Guayabo,All,
223,249,0.020080321285140562,,0.05,,Random,Guayabo,All,
142,249,0.05622489959839357,,0.05,,$\alpha=0$,Guayabo,All,
157,249,0.040160642570281124,,0.05,,$\alpha=0.15$,Guayabo,All,
157,249,0.04417670682730924,,0.05,,$\alpha=0.3$,Guayabo,All,
187,249,0.028112449799196786,,0.05,,$\alpha=0.7$,Guayabo,All,
196,249,0.028112449799196786,,0.05,,$\alpha=1$,Guayabo,All,
208,249,0.040160642570281124,,0.05,,$\alpha=2$,Guayabo,All,
229,249,0.028112449799196786,,0.05,,Random,Guayabo,All,
133,249,0.07228915662650602,,0.05,,$\alpha=0$,Guayabo,All,
148,249,0.05220883534136546,,0.05,,$\alpha=0.15$,Guayabo,All,
157,249,0.040160642570281124,,0.05,,$\alpha=0.3$,Guayabo,All,
175,249,0.04819277108433735,,0.05,,$\alpha=0.7$,Guayabo,All,
196,249,0.040160642570281124,,0.05,,$\alpha=1$,Guayabo,All,
211,249,0.04819277108433735,,0.05,,$\alpha=2$,Guayabo,All,
229,249,0.0321285140562249,,0.05,,Random,Guayabo,All,
130,249,0.07228915662650602,,0.05,,$\alpha=0$,Guayabo,All,
133,249,0.07630522088353414,,0.05,,$\alpha=0.15$,Guayabo,All,
148,249,0.060240963855421686,,0.05,,$\alpha=0.3$,Guayabo,All,
169,249,0.05220883534136546,,0.05,,$\alpha=0.7$,Guayabo,All,
196,249,0.0321285140562249,,0.05,,$\alpha=1$,Guayabo,All,
205,249,0.05622489959839357,,0.05,,$\alpha=2$,Guayabo,All,
226,249,0.03614457831325301,,0.05,,Random,Guayabo,All,
136,249,0.0642570281124498,,0.05,,$\alpha=0$,Guayabo,All,
145,249,0.05622489959839357,,0.05,,$\alpha=0.15$,Guayabo,All,
151,249,0.05220883534136546,,0.05,,$\alpha=0.3$,Guayabo,All,
181,249,0.03614457831325301,,0.05,,$\alpha=0.7$,Guayabo,All,
190,249,0.040160642570281124,,0.05,,$\alpha=1$,Guayabo,All,
205,249,0.060240963855421686,,0.05,,$\alpha=2$,Guayabo,All,
151,170,0.011764705882352941,,0.05,,Random,Amatillo,All,
109,170,0.03529411764705882,,0.05,,$\alpha=0$,Amatillo,All,
118,170,0.01764705882352941,,0.05,,$\alpha=0.15$,Amatillo,All,
115,170,0.029411764705882353,,0.05,,$\alpha=0.3$,Amatillo,All,
127,170,0.01764705882352941,,0.05,,$\alpha=0.7$,Amatillo,All,
130,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,All,
145,170,0.01764705882352941,,0.05,,$\alpha=2$,Amatillo,All,
145,170,0.029411764705882353,,0.05,,Random,Amatillo,All,
115,170,0.023529411764705882,,0.05,,$\alpha=0$,Amatillo,All,
115,170,0.01764705882352941,,0.05,,$\alpha=0.15$,Amatillo,All,
118,170,0.01764705882352941,,0.05,,$\alpha=0.3$,Amatillo,All,
124,170,0.01764705882352941,,0.05,,$\alpha=0.7$,Amatillo,All,
130,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,All,
142,170,0.023529411764705882,,0.05,,$\alpha=2$,Amatillo,All,
154,170,0.029411764705882353,,0.05,,Random,Amatillo,All,
115,170,0.029411764705882353,,0.05,,$\alpha=0$,Amatillo,All,
115,170,0.029411764705882353,,0.05,,$\alpha=0.15$,Amatillo,All,
115,170,0.029411764705882353,,0.05,,$\alpha=0.3$,Amatillo,All,
124,170,0.029411764705882353,,0.05,,$\alpha=0.7$,Amatillo,All,
127,170,0.03529411764705882,,0.05,,$\alpha=1$,Amatillo,All,
142,170,0.023529411764705882,,0.05,,$\alpha=2$,Amatillo,All,
148,170,0.01764705882352941,,0.05,,Random,Amatillo,All,
118,170,0.029411764705882353,,0.05,,$\alpha=0$,Amatillo,All,
118,170,0.029411764705882353,,0.05,,$\alpha=0.15$,Amatillo,All,
115,170,0.029411764705882353,,0.05,,$\alpha=0.3$,Amatillo,All,
121,170,0.03529411764705882,,0.05,,$\alpha=0.7$,Amatillo,All,
130,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,All,
142,170,0.029411764705882353,,0.05,,$\alpha=2$,Amatillo,All,
151,170,0.01764705882352941,,0.05,,Random,Amatillo,All,
121,170,0.011764705882352941,,0.05,,$\alpha=0$,Amatillo,All,
115,170,0.029411764705882353,,0.05,,$\alpha=0.15$,Amatillo,All,
112,170,0.023529411764705882,,0.05,,$\alpha=0.3$,Amatillo,All,
121,170,0.029411764705882353,,0.05,,$\alpha=0.7$,Amatillo,All,
133,170,0.01764705882352941,,0.05,,$\alpha=1$,Amatillo,All,
139,170,0.029411764705882353,,0.05,,$\alpha=2$,Amatillo,All,
142,170,0.03529411764705882,,0.05,,Random,Amatillo,All,
115,170,0.023529411764705882,,0.05,,$\alpha=0$,Amatillo,All,
118,170,0.023529411764705882,,0.05,,$\alpha=0.15$,Amatillo,All,
118,170,0.023529411764705882,,0.05,,$\alpha=0.3$,Amatillo,All,
118,170,0.03529411764705882,,0.05,,$\alpha=0.7$,Amatillo,All,
127,170,0.029411764705882353,,0.05,,$\alpha=1$,Amatillo,All,
142,170,0.011764705882352941,,0.05,,$\alpha=2$,Amatillo,All,
148,170,0.01764705882352941,,0.05,,Random,Amatillo,All,
115,170,0.029411764705882353,,0.05,,$\alpha=0$,Amatillo,All,
121,170,0.01764705882352941,,0.05,,$\alpha=0.15$,Amatillo,All,
118,170,0.01764705882352941,,0.05,,$\alpha=0.3$,Amatillo,All,
121,170,0.03529411764705882,,0.05,,$\alpha=0.7$,Amatillo,All,
130,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,All,
142,170,0.023529411764705882,,0.05,,$\alpha=2$,Amatillo,All,
148,170,0.0058823529411764705,,0.05,,Random,Amatillo,All,
115,170,0.029411764705882353,,0.05,,$\alpha=0$,Amatillo,All,
118,170,0.029411764705882353,,0.05,,$\alpha=0.15$,Amatillo,All,
115,170,0.03529411764705882,,0.05,,$\alpha=0.3$,Amatillo,All,
127,170,0.01764705882352941,,0.05,,$\alpha=0.7$,Amatillo,All,
127,170,0.029411764705882353,,0.05,,$\alpha=1$,Amatillo,All,
142,170,0.011764705882352941,,0.05,,$\alpha=2$,Amatillo,All,
142,170,0.03529411764705882,,0.05,,Random,Amatillo,All,
115,170,0.029411764705882353,,0.05,,$\alpha=0$,Amatillo,All,
118,170,0.029411764705882353,,0.05,,$\alpha=0.15$,Amatillo,All,
118,170,0.03529411764705882,,0.05,,$\alpha=0.3$,Amatillo,All,
121,170,0.03529411764705882,,0.05,,$\alpha=0.7$,Amatillo,All,
127,170,0.041176470588235294,,0.05,,$\alpha=1$,Amatillo,All,
139,170,0.029411764705882353,,0.05,,$\alpha=2$,Amatillo,All,
148,170,0.023529411764705882,,0.05,,Random,Amatillo,All,
118,170,0.023529411764705882,,0.05,,$\alpha=0$,Amatillo,All,
118,170,0.023529411764705882,,0.05,,$\alpha=0.15$,Amatillo,All,
118,170,0.023529411764705882,,0.05,,$\alpha=0.3$,Amatillo,All,
127,170,0.01764705882352941,,0.05,,$\alpha=0.7$,Amatillo,All,
130,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,All,
142,170,0.023529411764705882,,0.05,,$\alpha=2$,Amatillo,All,
145,170,0.011764705882352941,,0.05,,Random,Amatillo,All,
118,170,0.029411764705882353,,0.05,,$\alpha=0$,Amatillo,All,
118,170,0.029411764705882353,,0.05,,$\alpha=0.15$,Amatillo,All,
118,170,0.03529411764705882,,0.05,,$\alpha=0.3$,Amatillo,All,
118,170,0.03529411764705882,,0.05,,$\alpha=0.7$,Amatillo,All,
124,170,0.041176470588235294,,0.05,,$\alpha=1$,Amatillo,All,
142,170,0.023529411764705882,,0.05,,$\alpha=2$,Amatillo,All,
151,170,0.023529411764705882,,0.05,,Random,Amatillo,All,
115,170,0.029411764705882353,,0.05,,$\alpha=0$,Amatillo,All,
118,170,0.029411764705882353,,0.05,,$\alpha=0.15$,Amatillo,All,
118,170,0.029411764705882353,,0.05,,$\alpha=0.3$,Amatillo,All,
124,170,0.03529411764705882,,0.05,,$\alpha=0.7$,Amatillo,All,
127,170,0.041176470588235294,,0.05,,$\alpha=1$,Amatillo,All,
139,170,0.023529411764705882,,0.05,,$\alpha=2$,Amatillo,All,
136,147,0.027210884353741496,,0.05,,Random,Cerr\'on,All,
103,147,0.05442176870748299,,0.05,,$\alpha=0$,Cerr\'on,All,
106,147,0.047619047619047616,,0.05,,$\alpha=0.15$,Cerr\'on,All,
109,147,0.04081632653061224,,0.05,,$\alpha=0.3$,Cerr\'on,All,
118,147,0.027210884353741496,,0.05,,$\alpha=0.7$,Cerr\'on,All,
118,147,0.04081632653061224,,0.05,,$\alpha=1$,Cerr\'on,All,
130,147,0.013605442176870748,,0.05,,$\alpha=2$,Cerr\'on,All,
136,147,0.013605442176870748,,0.05,,Random,Cerr\'on,All,
103,147,0.061224489795918366,,0.05,,$\alpha=0$,Cerr\'on,All,
106,147,0.05442176870748299,,0.05,,$\alpha=0.15$,Cerr\'on,All,
112,147,0.034013605442176874,,0.05,,$\alpha=0.3$,Cerr\'on,All,
118,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,All,
124,147,0.02040816326530612,,0.05,,$\alpha=1$,Cerr\'on,All,
130,147,0.02040816326530612,,0.05,,$\alpha=2$,Cerr\'on,All,
133,147,0.034013605442176874,,0.05,,Random,Cerr\'on,All,
106,147,0.04081632653061224,,0.05,,$\alpha=0$,Cerr\'on,All,
106,147,0.04081632653061224,,0.05,,$\alpha=0.15$,Cerr\'on,All,
106,147,0.061224489795918366,,0.05,,$\alpha=0.3$,Cerr\'on,All,
121,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,All,
118,147,0.07482993197278912,,0.05,,$\alpha=1$,Cerr\'on,All,
130,147,0.006802721088435374,,0.05,,$\alpha=2$,Cerr\'on,All,
133,147,0.034013605442176874,,0.05,,Random,Cerr\'on,All,
103,147,0.047619047619047616,,0.05,,$\alpha=0$,Cerr\'on,All,
103,147,0.047619047619047616,,0.05,,$\alpha=0.15$,Cerr\'on,All,
109,147,0.04081632653061224,,0.05,,$\alpha=0.3$,Cerr\'on,All,
118,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,All,
124,147,0.027210884353741496,,0.05,,$\alpha=1$,Cerr\'on,All,
130,147,0.006802721088435374,,0.05,,$\alpha=2$,Cerr\'on,All,
136,147,0.034013605442176874,,0.05,,Random,Cerr\'on,All,
106,147,0.047619047619047616,,0.05,,$\alpha=0$,Cerr\'on,All,
106,147,0.05442176870748299,,0.05,,$\alpha=0.15$,Cerr\'on,All,
109,147,0.04081632653061224,,0.05,,$\alpha=0.3$,Cerr\'on,All,
112,147,0.061224489795918366,,0.05,,$\alpha=0.7$,Cerr\'on,All,
118,147,0.047619047619047616,,0.05,,$\alpha=1$,Cerr\'on,All,
124,147,0.07482993197278912,,0.05,,$\alpha=2$,Cerr\'on,All,
136,147,0.02040816326530612,,0.05,,Random,Cerr\'on,All,
103,147,0.047619047619047616,,0.05,,$\alpha=0$,Cerr\'on,All,
103,147,0.05442176870748299,,0.05,,$\alpha=0.15$,Cerr\'on,All,
106,147,0.047619047619047616,,0.05,,$\alpha=0.3$,Cerr\'on,All,
118,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,All,
124,147,0.02040816326530612,,0.05,,$\alpha=1$,Cerr\'on,All,
130,147,0.006802721088435374,,0.05,,$\alpha=2$,Cerr\'on,All,
133,147,0.027210884353741496,,0.05,,Random,Cerr\'on,All,
103,147,0.047619047619047616,,0.05,,$\alpha=0$,Cerr\'on,All,
103,147,0.047619047619047616,,0.05,,$\alpha=0.15$,Cerr\'on,All,
103,147,0.05442176870748299,,0.05,,$\alpha=0.3$,Cerr\'on,All,
118,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,All,
124,147,0.02040816326530612,,0.05,,$\alpha=1$,Cerr\'on,All,
130,147,0.013605442176870748,,0.05,,$\alpha=2$,Cerr\'on,All,
133,147,0.034013605442176874,,0.05,,Random,Cerr\'on,All,
112,147,0.034013605442176874,,0.05,,$\alpha=0$,Cerr\'on,All,
106,147,0.027210884353741496,,0.05,,$\alpha=0.15$,Cerr\'on,All,
112,147,0.034013605442176874,,0.05,,$\alpha=0.3$,Cerr\'on,All,
115,147,0.061224489795918366,,0.05,,$\alpha=0.7$,Cerr\'on,All,
118,147,0.061224489795918366,,0.05,,$\alpha=1$,Cerr\'on,All,
130,147,0.013605442176870748,,0.05,,$\alpha=2$,Cerr\'on,All,
136,147,0.04081632653061224,,0.05,,Random,Cerr\'on,All,
100,147,0.05442176870748299,,0.05,,$\alpha=0$,Cerr\'on,All,
103,147,0.05442176870748299,,0.05,,$\alpha=0.15$,Cerr\'on,All,
97,147,0.08163265306122448,,0.05,,$\alpha=0.3$,Cerr\'on,All,
109,147,0.07482993197278912,,0.05,,$\alpha=0.7$,Cerr\'on,All,
121,147,0.05442176870748299,,0.05,,$\alpha=1$,Cerr\'on,All,
130,147,0.006802721088435374,,0.05,,$\alpha=2$,Cerr\'on,All,
136,147,0.034013605442176874,,0.05,,Random,Cerr\'on,All,
103,147,0.05442176870748299,,0.05,,$\alpha=0$,Cerr\'on,All,
106,147,0.05442176870748299,,0.05,,$\alpha=0.15$,Cerr\'on,All,
109,147,0.05442176870748299,,0.05,,$\alpha=0.3$,Cerr\'on,All,
115,147,0.04081632653061224,,0.05,,$\alpha=0.7$,Cerr\'on,All,
118,147,0.047619047619047616,,0.05,,$\alpha=1$,Cerr\'on,All,
130,147,0.006802721088435374,,0.05,,$\alpha=2$,Cerr\'on,All,
136,147,0.02040816326530612,,0.05,,Random,Cerr\'on,All,
103,147,0.047619047619047616,,0.05,,$\alpha=0$,Cerr\'on,All,
103,147,0.05442176870748299,,0.05,,$\alpha=0.15$,Cerr\'on,All,
100,147,0.07482993197278912,,0.05,,$\alpha=0.3$,Cerr\'on,All,
118,147,0.047619047619047616,,0.05,,$\alpha=0.7$,Cerr\'on,All,
124,147,0.034013605442176874,,0.05,,$\alpha=1$,Cerr\'on,All,
130,147,0.02040816326530612,,0.05,,$\alpha=2$,Cerr\'on,All,
136,147,0.02040816326530612,,0.05,,Random,Cerr\'on,All,
103,147,0.05442176870748299,,0.05,,$\alpha=0$,Cerr\'on,All,
103,147,0.05442176870748299,,0.05,,$\alpha=0.15$,Cerr\'on,All,
106,147,0.05442176870748299,,0.05,,$\alpha=0.3$,Cerr\'on,All,
115,147,0.047619047619047616,,0.05,,$\alpha=0.7$,Cerr\'on,All,
118,147,0.061224489795918366,,0.05,,$\alpha=1$,Cerr\'on,All,
130,147,0.013605442176870748,,0.05,,$\alpha=2$,Cerr\'on,All,
100,107,0.018691588785046728,,0.05,,Random,Paternito,All,
88,107,0.018691588785046728,,0.05,,$\alpha=0$,Paternito,All,
85,107,0.028037383177570093,,0.05,,$\alpha=0.15$,Paternito,All,
82,107,0.037383177570093455,,0.05,,$\alpha=0.3$,Paternito,All,
88,107,0.037383177570093455,,0.05,,$\alpha=0.7$,Paternito,All,
88,107,0.037383177570093455,,0.05,,$\alpha=1$,Paternito,All,
94,107,0.037383177570093455,,0.05,,$\alpha=2$,Paternito,All,
100,107,0.018691588785046728,,0.05,,Random,Paternito,All,
85,107,0.028037383177570093,,0.05,,$\alpha=0$,Paternito,All,
85,107,0.018691588785046728,,0.05,,$\alpha=0.15$,Paternito,All,
85,107,0.018691588785046728,,0.05,,$\alpha=0.3$,Paternito,All,
88,107,0.009345794392523364,,0.05,,$\alpha=0.7$,Paternito,All,
94,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,All,
97,107,0.009345794392523364,,0.05,,$\alpha=2$,Paternito,All,
100,107,0.009345794392523364,,0.05,,Random,Paternito,All,
91,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,All,
85,107,0.056074766355140186,,0.05,,$\alpha=0.15$,Paternito,All,
88,107,0.018691588785046728,,0.05,,$\alpha=0.3$,Paternito,All,
91,107,0.028037383177570093,,0.05,,$\alpha=0.7$,Paternito,All,
91,107,0.037383177570093455,,0.05,,$\alpha=1$,Paternito,All,
97,107,0.028037383177570093,,0.05,,$\alpha=2$,Paternito,All,
100,107,0.028037383177570093,,0.05,,Random,Paternito,All,
88,107,0.018691588785046728,,0.05,,$\alpha=0$,Paternito,All,
88,107,0.028037383177570093,,0.05,,$\alpha=0.15$,Paternito,All,
88,107,0.018691588785046728,,0.05,,$\alpha=0.3$,Paternito,All,
82,107,0.09345794392523364,,0.05,,$\alpha=0.7$,Paternito,All,
94,107,0.018691588785046728,,0.05,,$\alpha=1$,Paternito,All,
97,107,0.018691588785046728,,0.05,,$\alpha=2$,Paternito,All,
100,107,0.009345794392523364,,0.05,,Random,Paternito,All,
88,107,0.028037383177570093,,0.05,,$\alpha=0$,Paternito,All,
85,107,0.056074766355140186,,0.05,,$\alpha=0.15$,Paternito,All,
88,107,0.037383177570093455,,0.05,,$\alpha=0.3$,Paternito,All,
91,107,0.028037383177570093,,0.05,,$\alpha=0.7$,Paternito,All,
91,107,0.037383177570093455,,0.05,,$\alpha=1$,Paternito,All,
97,107,0.028037383177570093,,0.05,,$\alpha=2$,Paternito,All,
100,107,0.018691588785046728,,0.05,,Random,Paternito,All,
82,107,0.037383177570093455,,0.05,,$\alpha=0$,Paternito,All,
85,107,0.028037383177570093,,0.05,,$\alpha=0.15$,Paternito,All,
88,107,0.028037383177570093,,0.05,,$\alpha=0.3$,Paternito,All,
88,107,0.037383177570093455,,0.05,,$\alpha=0.7$,Paternito,All,
91,107,0.037383177570093455,,0.05,,$\alpha=1$,Paternito,All,
97,107,0.028037383177570093,,0.05,,$\alpha=2$,Paternito,All,
97,107,0.037383177570093455,,0.05,,Random,Paternito,All,
82,107,0.04672897196261682,,0.05,,$\alpha=0$,Paternito,All,
82,107,0.04672897196261682,,0.05,,$\alpha=0.15$,Paternito,All,
88,107,0.028037383177570093,,0.05,,$\alpha=0.3$,Paternito,All,
94,107,0.037383177570093455,,0.05,,$\alpha=0.7$,Paternito,All,
91,107,0.06542056074766354,,0.05,,$\alpha=1$,Paternito,All,
97,107,0.037383177570093455,,0.05,,$\alpha=2$,Paternito,All,
97,107,0.04672897196261682,,0.05,,Random,Paternito,All,
82,107,0.04672897196261682,,0.05,,$\alpha=0$,Paternito,All,
85,107,0.037383177570093455,,0.05,,$\alpha=0.15$,Paternito,All,
85,107,0.056074766355140186,,0.05,,$\alpha=0.3$,Paternito,All,
82,107,0.11214953271028037,,0.05,,$\alpha=0.7$,Paternito,All,
91,107,0.056074766355140186,,0.05,,$\alpha=1$,Paternito,All,
97,107,0.037383177570093455,,0.05,,$\alpha=2$,Paternito,All,
100,107,0.028037383177570093,,0.05,,Random,Paternito,All,
82,107,0.04672897196261682,,0.05,,$\alpha=0$,Paternito,All,
82,107,0.04672897196261682,,0.05,,$\alpha=0.15$,Paternito,All,
82,107,0.04672897196261682,,0.05,,$\alpha=0.3$,Paternito,All,
88,107,0.056074766355140186,,0.05,,$\alpha=0.7$,Paternito,All,
91,107,0.04672897196261682,,0.05,,$\alpha=1$,Paternito,All,
97,107,0.028037383177570093,,0.05,,$\alpha=2$,Paternito,All,
100,107,0.028037383177570093,,0.05,,Random,Paternito,All,
85,107,0.037383177570093455,,0.05,,$\alpha=0$,Paternito,All,
85,107,0.028037383177570093,,0.05,,$\alpha=0.15$,Paternito,All,
85,107,0.028037383177570093,,0.05,,$\alpha=0.3$,Paternito,All,
88,107,0.037383177570093455,,0.05,,$\alpha=0.7$,Paternito,All,
91,107,0.04672897196261682,,0.05,,$\alpha=1$,Paternito,All,
97,107,0.018691588785046728,,0.05,,$\alpha=2$,Paternito,All,
100,107,0.018691588785046728,,0.05,,Random,Paternito,All,
82,107,0.028037383177570093,,0.05,,$\alpha=0$,Paternito,All,
85,107,0.018691588785046728,,0.05,,$\alpha=0.15$,Paternito,All,
85,107,0.037383177570093455,,0.05,,$\alpha=0.3$,Paternito,All,
91,107,0.028037383177570093,,0.05,,$\alpha=0.7$,Paternito,All,
91,107,0.037383177570093455,,0.05,,$\alpha=1$,Paternito,All,
97,107,0.037383177570093455,,0.05,,$\alpha=2$,Paternito,All,
100,107,0.018691588785046728,,0.05,,Random,Paternito,All,
85,107,0.04672897196261682,,0.05,,$\alpha=0$,Paternito,All,
82,107,0.037383177570093455,,0.05,,$\alpha=0.15$,Paternito,All,
85,107,0.037383177570093455,,0.05,,$\alpha=0.3$,Paternito,All,
88,107,0.056074766355140186,,0.05,,$\alpha=0.7$,Paternito,All,
91,107,0.056074766355140186,,0.05,,$\alpha=1$,Paternito,All,
97,107,0.028037383177570093,,0.05,,$\alpha=2$,Paternito,All,
193,206,0.024271844660194174,,0.05,,Random,Prensa,All,
157,206,0.05825242718446602,,0.05,,$\alpha=0$,Prensa,All,
151,206,0.06310679611650485,,0.05,,$\alpha=0.15$,Prensa,All,
148,206,0.07766990291262135,,0.05,,$\alpha=0.3$,Prensa,All,
163,206,0.043689320388349516,,0.05,,$\alpha=0.7$,Prensa,All,
172,206,0.024271844660194174,,0.05,,$\alpha=1$,Prensa,All,
181,206,0.02912621359223301,,0.05,,$\alpha=2$,Prensa,All,
190,206,0.03398058252427184,,0.05,,Random,Prensa,All,
151,206,0.07766990291262135,,0.05,,$\alpha=0$,Prensa,All,
154,206,0.06796116504854369,,0.05,,$\alpha=0.15$,Prensa,All,
157,206,0.05339805825242718,,0.05,,$\alpha=0.3$,Prensa,All,
163,206,0.04854368932038835,,0.05,,$\alpha=0.7$,Prensa,All,
169,206,0.038834951456310676,,0.05,,$\alpha=1$,Prensa,All,
181,206,0.02912621359223301,,0.05,,$\alpha=2$,Prensa,All,
190,206,0.03398058252427184,,0.05,,Random,Prensa,All,
151,206,0.06310679611650485,,0.05,,$\alpha=0$,Prensa,All,
151,206,0.05825242718446602,,0.05,,$\alpha=0.15$,Prensa,All,
154,206,0.05825242718446602,,0.05,,$\alpha=0.3$,Prensa,All,
163,206,0.043689320388349516,,0.05,,$\alpha=0.7$,Prensa,All,
172,206,0.02912621359223301,,0.05,,$\alpha=1$,Prensa,All,
178,206,0.019417475728155338,,0.05,,$\alpha=2$,Prensa,All,
193,206,0.019417475728155338,,0.05,,Random,Prensa,All,
154,206,0.05825242718446602,,0.05,,$\alpha=0$,Prensa,All,
157,206,0.05339805825242718,,0.05,,$\alpha=0.15$,Prensa,All,
151,206,0.06796116504854369,,0.05,,$\alpha=0.3$,Prensa,All,
166,206,0.043689320388349516,,0.05,,$\alpha=0.7$,Prensa,All,
169,206,0.03398058252427184,,0.05,,$\alpha=1$,Prensa,All,
175,206,0.043689320388349516,,0.05,,$\alpha=2$,Prensa,All,
193,206,0.03398058252427184,,0.05,,Random,Prensa,All,
154,206,0.06796116504854369,,0.05,,$\alpha=0$,Prensa,All,
160,206,0.05339805825242718,,0.05,,$\alpha=0.15$,Prensa,All,
151,206,0.07281553398058252,,0.05,,$\alpha=0.3$,Prensa,All,
160,206,0.05339805825242718,,0.05,,$\alpha=0.7$,Prensa,All,
163,206,0.05825242718446602,,0.05,,$\alpha=1$,Prensa,All,
178,206,0.02912621359223301,,0.05,,$\alpha=2$,Prensa,All,
190,206,0.038834951456310676,,0.05,,Random,Prensa,All,
151,206,0.06310679611650485,,0.05,,$\alpha=0$,Prensa,All,
157,206,0.05339805825242718,,0.05,,$\alpha=0.15$,Prensa,All,
151,206,0.07766990291262135,,0.05,,$\alpha=0.3$,Prensa,All,
160,206,0.06310679611650485,,0.05,,$\alpha=0.7$,Prensa,All,
169,206,0.043689320388349516,,0.05,,$\alpha=1$,Prensa,All,
178,206,0.043689320388349516,,0.05,,$\alpha=2$,Prensa,All,
190,206,0.043689320388349516,,0.05,,Random,Prensa,All,
145,206,0.07766990291262135,,0.05,,$\alpha=0$,Prensa,All,
151,206,0.06796116504854369,,0.05,,$\alpha=0.15$,Prensa,All,
151,206,0.06796116504854369,,0.05,,$\alpha=0.3$,Prensa,All,
160,206,0.04854368932038835,,0.05,,$\alpha=0.7$,Prensa,All,
166,206,0.04854368932038835,,0.05,,$\alpha=1$,Prensa,All,
178,206,0.03398058252427184,,0.05,,$\alpha=2$,Prensa,All,
190,206,0.038834951456310676,,0.05,,Random,Prensa,All,
154,206,0.06796116504854369,,0.05,,$\alpha=0$,Prensa,All,
154,206,0.06796116504854369,,0.05,,$\alpha=0.15$,Prensa,All,
154,206,0.05825242718446602,,0.05,,$\alpha=0.3$,Prensa,All,
160,206,0.05825242718446602,,0.05,,$\alpha=0.7$,Prensa,All,
169,206,0.038834951456310676,,0.05,,$\alpha=1$,Prensa,All,
175,206,0.038834951456310676,,0.05,,$\alpha=2$,Prensa,All,
187,206,0.02912621359223301,,0.05,,Random,Prensa,All,
154,206,0.04854368932038835,,0.05,,$\alpha=0$,Prensa,All,
154,206,0.05339805825242718,,0.05,,$\alpha=0.15$,Prensa,All,
151,206,0.06310679611650485,,0.05,,$\alpha=0.3$,Prensa,All,
166,206,0.043689320388349516,,0.05,,$\alpha=0.7$,Prensa,All,
172,206,0.02912621359223301,,0.05,,$\alpha=1$,Prensa,All,
175,206,0.03398058252427184,,0.05,,$\alpha=2$,Prensa,All,
190,206,0.038834951456310676,,0.05,,Random,Prensa,All,
151,206,0.07766990291262135,,0.05,,$\alpha=0$,Prensa,All,
157,206,0.05825242718446602,,0.05,,$\alpha=0.15$,Prensa,All,
148,206,0.07766990291262135,,0.05,,$\alpha=0.3$,Prensa,All,
163,206,0.04854368932038835,,0.05,,$\alpha=0.7$,Prensa,All,
169,206,0.043689320388349516,,0.05,,$\alpha=1$,Prensa,All,
178,206,0.043689320388349516,,0.05,,$\alpha=2$,Prensa,All,
187,206,0.014563106796116505,,0.05,,Random,Prensa,All,
